,P_DAS28,LM_DAS28,P_VAS,LM_VAS,P_TJC,LM_TJC,P_SJC,LM_SJC,P_CRP,LM_CRP
FMO3,0.968781677,0.00185126,0.467545159,0.001888614,0.631264561,0.004094157,0.860700596,-0.002276503,0.564764538,-0.001452384
SLC25A6,0.898874868,-0.00611086,0.151813672,0.003802874,0.335818192,0.008184829,0.215518853,-0.017642267,0.564967489,-0.001538
MGST3,0.293144347,-0.050323645,0.134446274,-0.003981247,0.473065816,-0.006124788,0.587218626,-0.007897034,0.567165069,-0.001688613
HADHA,0.253964197,0.046460194,0.840613966,0.000438305,0.430796149,0.00575506,0.03275273,0.024818255,0.567803358,-0.001339763
VCP,0.520354342,0.026329559,0.926538064,-0.000201988,0.444666733,0.005612344,0.059591666,0.022024663,0.56846794,-0.001344356
ANXA6,0.166201085,-0.056681597,0.53041491,-0.001374707,0.52967928,-0.004617681,0.600403903,-0.006140477,0.569068271,-0.001342913
GPX1,0.314931367,-0.054279425,0.060366305,-0.005509434,0.255634064,-0.011464131,0.530148981,0.00911485,0.569455235,0.002002465
COX7A2,0.346150492,-0.060103346,0.188307873,-0.004671804,0.799684806,-0.002784976,0.525975655,-0.014434944,0.569572496,-0.001975713
CTNNB1,0.387574479,0.049182031,0.700109694,-0.001176157,0.218914462,0.013508471,0.726849744,-0.005061291,0.571488924,-0.001653417
ALDH1B1,0.005668036,-0.132984007,0.023309193,-0.00582826,0.079907269,-0.015073726,0.8870712,-0.001837131,0.574564596,-0.001546406
CD59,0.964826317,-0.002511589,0.669428174,0.001370603,0.758973299,0.003174228,0.962570755,0.000817377,0.575552847,0.002014235
MYL6,0.918644938,0.004871592,0.330637568,-0.002507032,0.537516677,0.00533501,0.837183584,0.002761378,0.577942248,0.001542081
DHRS4,0.104003539,-0.083683117,0.29133049,-0.002821119,0.68240445,-0.004020895,0.058547564,-0.025630527,0.578197652,-0.001603893
EHHADH,0.839552784,-0.008265221,0.342124607,-0.002072391,0.351639335,0.006813176,0.98795557,-0.000176272,0.580719038,-0.0012973
FIS1,0.305854068,-0.052808673,0.559222056,-0.001563046,0.11946079,-0.014157359,0.964455806,0.000675874,0.580753253,-0.001867041
CCT3,0.722729248,-0.015228042,0.78348108,-0.000626411,0.453003351,-0.005726006,0.599443096,-0.006239774,0.580952422,0.001406863
CTSB,0.523705828,0.026991067,0.653344082,0.001018159,0.543682917,0.004665015,0.886229687,0.001757632,0.581208315,0.001309875
GLDC,0.386993651,-0.052201743,0.101857899,-0.005855848,0.8740052,-0.001670127,0.860882944,-0.003389526,0.582397163,0.001931789
RHOG,0.728459177,-0.039538976,0.938254008,0.000512471,0.569182028,-0.01236306,0.758513549,-0.014407759,0.583776037,-0.003675383
HNRNPC,0.118362248,-0.091500878,0.01957314,-0.007217585,0.438266685,-0.008257917,0.275680544,-0.015678627,0.585422045,-0.001672146
EIF2S3L,0.700268777,-0.020125721,0.603187788,-0.001464175,0.863045383,-0.001675118,0.488162938,-0.010113884,0.587079898,-0.001739838
RPL13A,0.116733653,-0.065353125,0.018017919,-0.005301605,0.329190517,-0.007241451,0.431784516,0.009242941,0.587213464,0.001284614
COL6A2,0.687427855,0.016586063,0.767604074,0.000652935,0.294772107,0.007699872,0.764924557,0.003493518,0.587228508,-0.001276416
HSD17B11,0.818010501,0.009613922,0.321985208,-0.002228869,0.14205972,0.010893926,0.04576047,0.023837995,0.587496791,-0.00128379
KHK,0.62012676,0.023763652,0.521610081,-0.001673272,0.064813106,0.015492092,0.71646177,0.00499825,0.588635469,-0.00176779
HSD17B13,0.782998313,-0.011832486,0.84113153,-0.000458361,0.882584675,-0.001150156,0.730851343,0.004133081,0.592440999,-0.001432116
GRHPR,0.74073391,-0.016538387,0.319855759,0.002677424,0.994007564,-7.12E-05,0.673966323,0.005505558,0.593935759,-0.001404001
NDUFS1,0.338726779,0.064028153,0.98227761,7.80E-05,0.502050278,0.00795934,0.042325031,0.04405865,0.599246511,-0.004148573
CAPZA1,0.994918869,-0.000347953,0.493185651,0.001981627,0.929812348,0.000932164,0.720625496,0.005279744,0.599412522,-0.002104888
SRI,0.049973084,0.088620442,0.009614917,0.006300583,0.225448528,0.00970961,0.019249684,0.029634257,0.600327696,0.001362542
RPL17,0.099033007,-0.08485038,0.155680252,-0.003988854,0.704150596,-0.003327457,0.271380358,-0.014966091,0.603041018,-0.00190837
GOT1,0.079759564,0.071689946,0.767400375,-0.000649555,0.078219817,0.012898804,0.000190506,0.043265221,0.603501173,-0.001222455
ANP32D,0.331024815,0.05907498,0.794833213,-0.00088885,0.063641599,0.019939645,0.895979748,0.002037307,0.605886631,-0.001849359
GATD3,0.785540618,-0.011214019,0.177940544,0.002973816,0.819657453,0.001675868,0.612974919,-0.005924876,0.607038859,-0.001211831
RDX,0.987342802,-0.000803592,0.712574256,0.000976672,0.453571664,0.007001504,0.804246099,-0.004090808,0.607482269,-0.001313542
IGHV3.23,0.596680605,-0.02065381,0.732315112,-0.000714044,0.468956448,0.005065528,0.24152188,-0.013066904,0.609014332,0.001149291
RPL37A,0.746803275,-0.019556605,0.608204138,-0.00168704,0.930793628,-0.000975562,0.35877934,-0.016983032,0.611684835,-0.001861232
CNDP2,0.415120676,-0.03324501,0.170044331,-0.002990482,0.473805697,0.00523954,0.196635028,-0.015056484,0.613473788,-0.001186143
TFRC,0.661578952,-0.019086144,0.612996926,-0.001205151,0.871670746,-0.001273275,0.75542319,0.003735664,0.617253842,-0.001246748
S100A8,0.760140722,-0.012497376,0.537121926,0.001350591,0.355500026,-0.006777659,0.579576184,0.006485653,0.617307449,-0.001176919
EPCAM,0.521925701,0.032106513,0.62714291,0.001276666,0.09955428,0.014884819,0.298246482,-0.015276908,0.618333263,-0.001309455
AK4,0.044028845,-0.091119928,0.157818242,-0.003533511,0.047332951,-0.015872589,0.32241406,-0.012046775,0.620502523,0.001501555
UBE2V1,0.922842344,-0.006668244,0.892278824,0.000519334,0.985176593,0.000241969,0.211073557,0.030483747,0.620665635,-0.001832105
IGHV4.28,0.276593989,-0.049010481,0.068977826,-0.004414317,0.331979404,-0.00778451,0.19380365,-0.017981299,0.623087137,-0.001203068
GATM,0.826724664,-0.009023798,0.83150492,0.00046766,0.876880962,-0.001141347,0.272040985,-0.012900629,0.624835857,0.001154254
GPD1,0.538990645,-0.025280538,0.158012195,-0.003099013,0.219626447,-0.009098883,0.974144203,0.000380562,0.62522693,0.001182588
ARPC2,0.939220072,-0.003453154,0.113773498,0.003851408,0.793381986,-0.002121538,0.575889045,-0.006899402,0.626360934,-0.001257834
PEBP1,0.747320427,-0.013338808,0.010654123,-0.005629658,0.625897119,-0.003594676,0.888644264,0.00164324,0.626528094,0.001166779
SUCLG1,0.336466473,-0.041305046,0.824029695,-0.000521371,0.380395318,-0.00679653,0.57761172,-0.006618538,0.627130568,-0.001221996
ARPC4,0.795575369,0.014247678,0.220945082,-0.003613451,0.456760652,0.008248166,0.081060395,0.024625574,0.627381249,0.001426702
RPL23,0.586597097,-0.024246237,0.216511161,-0.002868627,0.837567321,-0.001627447,0.965934523,-0.000544528,0.627413577,0.001235173
MFAP4,0.107600462,-0.141354048,0.264756967,-0.005628028,0.125323576,-0.024861492,0.799509442,-0.007539692,0.627764916,-0.003014848
DNPEP,0.98214944,-0.001273576,0.48166489,-0.002302005,0.251892711,0.011830096,0.75850695,0.004923411,0.630143888,-0.001862478
SERPING1,0.946990018,0.002866619,0.175975863,0.003103305,0.309589121,-0.00772031,0.880211255,0.001815129,0.632859277,0.001149788
CCT5,0.185234581,-0.056862461,0.003112305,-0.006878457,0.604696074,-0.004035151,0.500874759,0.008099029,0.634041725,0.001214833
C1QC,0.106565275,-0.0663847,0.087127803,-0.003766136,0.228036343,-0.0088602,0.07408891,-0.020871619,0.634367749,-0.001139288
IGLV1.47,0.285387693,-0.062973244,0.201332629,-0.003978137,0.800064312,-0.002524898,0.408869205,-0.016941643,0.634713903,0.002450889
AQP1,0.378791178,0.05389079,0.041655473,0.006684569,0.210769439,0.012446152,0.570087181,0.011391308,0.635456517,-0.001768494
ARPC5,0.964817152,-0.001976726,0.382808227,-0.00210221,0.940761032,-0.0005954,0.345844051,0.01173345,0.636540198,0.001207987
ECM1,0.197442657,-0.06276891,0.960518143,0.000129053,0.311866073,-0.008711953,0.457378207,-0.010160146,0.637114979,-0.001186654
LMAN1,0.939463855,0.003613723,0.395772725,-0.00215201,0.478271347,0.00585944,0.672336848,-0.005544838,0.63776993,-0.001449249
FHL1,0.196364181,-0.052767124,0.25484398,-0.002487211,0.887285277,-0.001038997,0.867928366,0.00194469,0.640177017,0.001099691
HSPB1,0.063695098,-0.084522561,0.010108646,-0.006233697,0.23603581,-0.009702101,0.391789093,-0.010942483,0.640266873,0.00115907
ADH1B,0.67545084,-0.017166461,0.48600044,0.001527109,0.218582549,-0.009083907,0.103623414,0.019056795,0.640606965,-0.001101205
STIP1,0.679732594,-0.017087414,0.317533789,-0.002204974,0.338611989,-0.007139217,0.903708558,0.001443136,0.646649017,0.001077241
GPX3,0.244513208,-0.052568539,0.13905389,-0.003596412,0.329342145,-0.008012531,0.605186324,-0.006697841,0.646893337,0.001134177
MYO1D,0.657522972,-0.026501435,0.399289631,-0.002490603,0.842192181,-0.002192305,0.586694421,-0.008294855,0.647510521,-0.00146045
IQGAP2,0.720675524,-0.015672718,0.8989734,-0.000295058,0.857883236,-0.001421991,0.867316,0.002037675,0.648557929,-0.001154685
CAND1,0.984476187,0.00102842,0.779596178,0.000812752,0.814582946,-0.002185844,0.713639978,0.005512973,0.649606647,0.001553986
GM2A,0.205529684,0.099957884,0.701426441,-0.001539359,0.608744181,0.007301061,0.050868625,0.050993907,0.650049039,0.001474772
ASL,0.605978853,0.022150133,0.031482403,-0.004920601,0.045794545,0.015313903,0.947593554,0.000850737,0.651652628,-0.001101453
ARCN1,0.972578623,-0.001962743,0.502626729,0.002039521,0.958007841,0.0005385,0.986829728,-0.000291305,0.651832765,-0.001397805
NUTF2,0.976147304,-0.001445024,0.584418496,-0.00145554,0.630431735,-0.004303825,0.447998526,-0.012546251,0.652476313,0.001223793
ADH1A,0.185859428,-0.054662801,0.38550794,0.001920204,0.177686955,-0.010061252,0.237811753,-0.0138504,0.653714434,-0.001059897
WARS,0.023719982,-0.153488437,0.015600956,-0.008359926,0.121023715,-0.019274346,0.693857249,-0.007211326,0.654149491,0.002184016
FABP3,0.288016131,-0.053859278,0.11764228,-0.004078459,0.612240971,-0.004574125,0.323544915,-0.015758251,0.654640432,-0.001179448
METTL7A,0.720940177,-0.016295918,0.986642385,4.12E-05,0.926666511,0.000773525,0.369780863,-0.010936841,0.660560891,-0.001277285
C1R,0.870718546,0.006657133,0.710482173,0.000811104,0.927203707,0.000668956,0.623394291,-0.005812424,0.661404757,0.001029212
IGKV3D.11,0.58989622,-0.031259127,0.269918269,-0.003372993,0.757738505,-0.00330359,0.091260064,0.031475847,0.664047609,0.001381778
LIMS1,0.62051585,0.024958439,0.565162134,-0.001522023,0.676252227,0.003870181,0.109002942,0.021619037,0.664812167,0.001182671
COTL1,0.11056826,-0.065728526,0.10512457,-0.00357807,0.524134592,-0.004731822,0.16809542,-0.016178774,0.666205935,-0.001019886
PRKDC,0.155513727,0.082650044,0.153567968,0.004194901,0.073282239,0.017635131,0.511325457,0.013122191,0.669342123,-0.001384603
C8A,0.432296195,-0.033651259,0.474487031,-0.001654937,0.962895694,0.000352049,0.288322416,-0.012570099,0.670424287,0.00102276
IGKV3D.20,0.383998963,-0.043688696,0.313057883,-0.00262257,0.633082181,-0.004182719,0.611953901,-0.007123796,0.670695851,-0.001246053
ENO1,0.254435946,0.046504118,0.915409674,-0.000231949,0.177947958,0.009851808,0.442366299,0.008970309,0.671166701,0.000997656
PTGR1,0.501348311,-0.028054928,0.65389252,-0.001002541,0.259788551,-0.008389562,0.456218247,-0.008764197,0.672907347,0.000995883
RAC1,0.892934271,0.005590021,0.04184536,-0.004521426,0.070607995,0.013583482,0.769288963,-0.003441001,0.67323138,0.001013859
ARG1,0.927748005,0.003769613,0.975653476,6.81E-05,0.877121166,-0.001144984,0.402677332,-0.00996883,0.673573611,-0.000996054
CORO1B,0.035623106,0.156615981,0.249318039,0.004539739,0.006243857,0.039652757,0.487678725,0.01886628,0.674176741,-0.001718174
SDHB,0.041647393,-0.135876203,0.067943821,-0.006871171,0.337754598,-0.010677153,0.170622902,-0.024941609,0.67495743,-0.0023592
GOT2,0.509469288,-0.02698775,0.495201828,-0.00149197,0.635438499,-0.003477778,0.307537851,-0.011935639,0.678146838,-0.000977171
HIST1H1E,0.099218854,0.078399611,0.466041733,0.001845085,0.043539511,0.017197399,0.25022345,0.017634051,0.678247311,0.001098557
SEC61A2,0.7751252,0.015343745,0.491354669,0.002041453,0.94502812,-0.000638329,0.414483527,-0.014127169,0.679885181,-0.001194247
MT1X,0.30289893,-0.059932116,0.986088428,-5.35E-05,0.222618918,-0.013057128,0.951468742,0.000872747,0.681521051,-0.001094286
APOC3,0.003324467,-0.118373294,0.069771346,-0.003922965,0.016184917,-0.01741447,0.123535015,-0.017833509,0.682391699,-0.00095469
IDH1,0.813077586,0.009676578,0.250937775,-0.002510034,0.543823808,0.004452842,0.007200023,0.031308355,0.68307972,-0.000961365
C6,0.723612332,0.014415231,0.30310745,-0.002244596,0.804950003,-0.001805148,0.260851791,0.013101431,0.683664864,0.000956552
PPP2R1A,0.889081059,0.007592482,0.161101534,0.004322181,0.985298919,0.000170596,0.751772351,-0.004852752,0.684359979,-0.001357039
GLO1,0.423023207,-0.058500279,0.13103864,-0.006350943,0.766025453,-0.003860826,0.76631554,0.007560276,0.685382325,-0.002261004
HIST2H3A,0.944771124,-0.003154654,0.016298285,-0.005879129,0.428685694,0.006379815,0.628546529,-0.006051164,0.686459714,0.001025358
GNA14,0.477157843,0.073191521,0.505877135,0.003409379,0.980552922,0.000487531,0.801745344,-0.008083646,0.689604629,0.001600939
DCN,0.17665433,0.062265769,0.59809216,0.001312081,0.491864868,0.005812123,0.499661047,0.008430269,0.690259122,-0.00095978
RPL26L1,0.043390125,-0.120580974,0.007390775,-0.008142642,0.167144446,-0.014337993,0.029276131,-0.040041786,0.69204808,-0.00160528
FTL,0.593692881,-0.024239567,0.453683092,-0.001825858,0.512953697,0.005343094,0.23891564,0.01726657,0.696816932,-0.001143293
ACADM,0.536983892,-0.025387998,0.010873794,-0.005587643,0.539965655,-0.004509421,0.993362427,-9.76E-05,0.698045513,0.000945272
STAT1,0.942483754,-0.00361665,0.159974301,-0.003751063,0.806796492,0.002258533,0.613376665,-0.006777153,0.698253596,0.00135318
PBLD,0.769333135,0.013611848,0.544157693,-0.001547549,0.431616837,0.006503456,0.718012437,0.004526024,0.698946575,0.000964835
C1QA,0.120056712,-0.08284705,0.028822156,-0.006279701,0.565544067,-0.005804363,0.186610811,-0.025279015,0.699925534,0.00118548
EPHX1,0.805318275,0.010063935,0.451028288,0.00164498,0.561824219,0.004246129,0.587501781,-0.006334444,0.700085127,-0.000905068
ACADS,0.668294667,0.020853046,0.202357211,0.003393387,0.688240477,0.003548721,0.397677215,-0.011410557,0.700180076,-0.001136165
RSU1,0.188083205,-0.103829506,0.089110793,-0.007425642,0.278117271,-0.016010855,0.345649428,-0.019070106,0.701577643,0.001258714
AP2B1,0.228819053,0.05680592,0.532873601,0.001516362,0.388595957,0.007508574,0.742627616,0.004338176,0.701708343,0.001038409
AKR1A1,0.81397444,-0.010739279,0.423498052,-0.001862359,0.840203806,0.001669391,0.64412588,0.005691339,0.702628399,-0.00094129
PGD,0.243201476,-0.051806305,0.021414405,-0.005554247,0.787960526,0.002191687,0.274357277,-0.013155905,0.702790691,-0.000919362
ECI1,0.840018256,0.00897034,0.751525242,-0.000761242,0.364134969,0.007214915,0.253778974,-0.014000576,0.703928558,-0.001181148
UBE2D2,0.566152503,0.033297227,0.369985029,0.002750005,0.81528546,0.002326589,0.781722055,-0.004413239,0.704364961,-0.001631995
SQRDL,0.555600942,-0.033507603,0.295435433,-0.003129578,0.711066085,-0.003649425,0.540397492,-0.009483311,0.704800716,-0.00114584
AGT,0.495922161,-0.030257475,0.768044332,0.000700587,0.5868961,-0.004235144,0.60720337,-0.006415828,0.705049925,-0.000959388
CAPN2,0.944071968,0.003639942,0.642277916,-0.001339979,0.680124468,0.003789288,0.532192017,0.008324686,0.706325977,-0.001104301
GCDH,0.152127596,0.082350349,0.047559727,0.005926343,0.249579811,0.011528843,0.275270455,0.017261538,0.716750817,-0.001146264
EIF3B,0.537890825,0.034987448,0.940442952,-0.000225833,0.516949526,0.006459358,0.122124671,0.028504902,0.717977295,-0.001057506
ARHGAP1,0.9212269,0.00453813,0.657614995,-0.001092314,0.505016372,-0.005223571,0.185502531,0.016751367,0.718540815,-0.000932602
ADARB1,0.845384745,0.008801713,0.595784964,0.001310034,0.825591947,0.001763092,0.468599858,-0.009032888,0.719632782,-0.001105588
HADHB,0.042500281,-0.082631533,0.060798292,-0.004085251,0.12568013,-0.011196372,0.160444074,-0.016376013,0.720132372,-0.000842035
HADH,0.554248139,-0.030590698,0.057100295,-0.005201161,0.945363197,-0.00062502,0.394937517,-0.011554256,0.720225531,0.000940551
DEFA3,0.965676897,-0.001875527,0.688357182,0.000947666,0.921609595,-0.000768856,0.922180247,0.001179676,0.720674089,-0.001015221
AP2M1,0.20727577,0.062472138,0.162890799,0.003851882,0.222504391,0.010794869,0.355634002,0.013859654,0.721768117,-0.001020822
ATP5D,0.839939904,-0.009792526,0.740438306,-0.000855832,0.351445992,0.008517866,0.161190196,-0.018281714,0.726581915,-0.000989844
VIL1,0.372605082,-0.038409936,0.350530984,-0.002153119,0.661983468,-0.003365204,0.924489947,-0.00115818,0.728034283,0.00086515
PRDX2,0.550385137,-0.024433062,0.85511864,-0.000399527,0.994712248,-4.86E-05,0.2400863,-0.013738351,0.728653813,-0.00081691
BRF1,0.388937076,-0.050884166,0.680756992,0.001261183,0.864263725,-0.00166267,0.786514969,-0.004038815,0.730122105,-0.001505539
CFI,0.115450196,-0.075987045,0.194562041,-0.003349192,0.259132295,-0.009974605,0.489404434,-0.008867571,0.731731839,0.000841359
LGALS3,0.848328438,-0.007948813,0.906829552,0.000260584,0.440200392,-0.005763357,0.714619058,-0.004303996,0.735759578,0.000798455
RPL30,0.55282867,-0.02776062,0.994945752,-1.64E-05,0.816423186,-0.001934723,0.759282226,-0.004554801,0.736527089,0.00088908
MYOF,0.354580117,-0.08933214,0.709442962,-0.002159748,0.67700078,-0.00737941,0.584232764,-0.019365546,0.737507412,-0.002325103
GSTK1,0.228373187,-0.053283535,0.250318263,-0.002702252,0.5355702,-0.004913556,0.392095827,-0.010525479,0.739437935,0.000834726
ACOX1,0.686029137,-0.022837176,0.210482282,-0.003829744,0.33500223,-0.010461483,8.10E-07,0.076503735,0.739497399,-0.00104621
RPS8,0.960658021,-0.002390091,0.924793013,-0.000250702,0.368029253,0.00757282,0.786844189,0.00373519,0.739584611,0.000889881
IGKV4.1,0.736405995,-0.013738456,0.456289764,-0.001632678,0.643223194,0.0033894,0.385731057,-0.010120328,0.740891832,0.000776311
CYB5R3,0.074521565,-0.07299338,0.09647283,-0.003636633,0.050644441,-0.014357133,0.434045693,-0.009170737,0.741174307,0.000779239
STT3A,0.198183798,-0.062005757,0.131928942,-0.003848103,0.11597208,-0.013951877,0.137230172,0.020168361,0.741723175,-0.000860693
HABP2,0.310796265,-0.044353888,0.05148401,-0.004516513,0.701281331,-0.003051828,0.493995031,-0.00853794,0.744705767,0.000844821
LDHB,0.768525594,0.012037616,0.720442846,0.000785364,0.986266842,0.000126238,0.638786069,0.005492411,0.745761696,-0.0007633
C2,0.51707835,0.041228619,0.431773665,-0.002622142,0.179056385,0.01571975,0.184365894,0.025403709,0.745819775,0.001420576
PSMD11,0.742957755,-0.01964984,0.097827503,-0.005303425,0.384824741,-0.008852243,0.939651046,0.001317408,0.747999167,-0.001253668
APOH,0.845434193,-0.008035498,0.259771715,0.002468477,0.514335683,-0.004794725,0.977829216,-0.000325956,0.748258992,0.00075555
RPS4X,0.415141553,-0.089430512,0.812310224,0.001495771,0.293889103,-0.021798589,0.875020786,-0.006320681,0.748295659,-0.001277915
H1FX,0.109545742,-0.099877796,0.401533357,-0.002761982,0.01689951,-0.028122816,0.634309912,0.010233869,0.749381991,-0.001094406
SAMHD1,0.329486023,-0.058454934,0.499998678,-0.002198614,0.307770422,-0.011220878,0.586168597,0.010108649,0.755864771,0.001529235
ASS1,0.282668954,0.043779565,0.749129067,0.000698316,0.124934239,0.011201299,0.114915735,0.018359033,0.75837499,0.00072191
ABHD14B,0.054799123,-0.084123443,0.169831647,-0.003200141,0.121704718,-0.012086174,0.53882891,-0.007535396,0.762710456,0.000770137
HSD11B2,0.478118365,0.033803995,0.680206721,-0.001049437,0.051537557,0.016352578,0.96305399,0.000597453,0.76348277,0.000744117
SORD,0.109203302,-0.076909444,0.009030911,-0.006442144,0.115655595,-0.013785435,0.391362962,-0.011774548,0.766537681,-0.000765922
ACTN4,0.365325314,0.036994986,0.516528784,0.001417857,0.244504171,0.008523809,0.829802946,0.002513853,0.767159159,-0.000696652
PSME2,0.974761296,-0.001409388,0.83953463,0.000476769,0.938926384,-0.000626458,0.728293977,0.004417062,0.767342092,-0.000749296
PDLIM1,0.159307878,-0.069283505,0.131260018,-0.004371074,0.220289279,-0.010789371,0.330115909,-0.013932168,0.768087896,0.001154709
HNRNPA2B1,0.073557936,0.074281549,0.120147388,0.003471776,0.065405324,0.013686843,0.153598128,0.016767458,0.769589823,-0.000710728
C11orf54,0.478953341,-0.043251379,0.747541839,0.000980284,0.389937292,-0.00959974,0.841487695,-0.003390728,0.769881273,0.001113146
GNB1,0.277868557,-0.073616113,0.426732503,-0.003097383,0.104952656,-0.02094527,0.975568088,0.000583595,0.773411268,-0.000937436
SNX3,0.468692823,-0.035645374,0.35038287,-0.002421687,0.316574445,0.009112116,0.30379422,-0.013794304,0.774116367,-0.000822356
IGKC,0.134453701,-0.064898175,0.109139437,-0.003761166,0.077727172,-0.013413268,0.400493766,-0.011231756,0.776454708,0.000691606
KRAS,0.180275251,-0.055755546,0.81140063,-0.000533686,0.196177025,-0.009623915,0.357893313,-0.010799279,0.780095569,0.00066066
HIST1H2BL,0.877776637,-0.009594584,0.352593327,-0.003053218,0.765514028,0.003434226,0.78091449,-0.004921515,0.780332877,-0.000947979
NME2,0.639568083,-0.023035188,0.606149766,0.001363092,0.770057446,0.002612998,0.553146249,-0.008807042,0.783075168,0.000825152
NUDT21,0.717903642,-0.018371004,0.946201877,-0.000186072,0.792198558,-0.002396426,0.923837237,-0.001230621,0.784706858,-0.000714894
VPS35,0.45911053,0.071448886,0.254555232,0.006241195,0.698992971,0.006881364,0.959752767,-0.000951472,0.788829989,0.001371645
ALDOC,0.580134273,-0.028285947,0.231237168,-0.003487659,0.797064229,-0.002325267,0.716622655,-0.005327651,0.788954426,0.000771901
GGT1,0.704997631,0.015898195,0.779881491,0.000638262,0.441068354,0.005746397,0.473636722,-0.008466054,0.792116257,-0.000623541
RPS3A,0.042868557,-0.084114638,0.014065915,-0.005480476,0.301150142,-0.007695858,0.483688163,-0.008273718,0.793083059,0.000656444
STOM,0.497335174,0.03262546,0.99738424,-8.47E-06,0.055990662,0.016186691,0.128414776,0.020914762,0.793686224,0.000800976
HAO2,0.226691122,0.11451019,0.098881811,0.008245667,0.300938697,0.017755612,0.352889911,0.025143786,0.79718616,-0.001793821
HPR,0.251908222,-0.056881255,0.394318651,-0.002323103,0.117895146,-0.014186002,0.004956431,-0.036802221,0.797589152,0.000743209
RAN,0.350116203,-0.038113142,0.705440035,-0.0008248,0.703688154,-0.002782837,0.241434773,-0.01366244,0.798113443,-0.000600736
PPA2,0.471991264,0.048550674,0.844023649,-0.000732568,0.317390462,0.011760594,0.744457481,0.008828821,0.799181893,0.000933865
AHCY,0.486042691,-0.028511316,0.268231069,-0.002421691,0.157632795,-0.010358494,0.568642179,0.006674037,0.79960212,0.00059807
CMBL,0.324014133,0.041460444,0.254371265,0.002589016,0.510828648,0.004897498,0.232830068,0.015679972,0.800523489,-0.000597867
ALDH6A1,0.758534138,-0.012539799,0.968954706,-8.49E-05,0.764080237,0.002194951,0.644248143,-0.005387304,0.802062041,0.000588459
IGHV4.61,0.710904328,-0.020652843,0.843611952,-0.00058413,0.95897612,-0.000482887,0.918562151,-0.001515419,0.802384524,-0.000879797
SRSF7,0.095813611,-0.122742331,0.408688882,-0.003115461,0.16745308,-0.01912428,0.134286936,-0.038898284,0.803662914,-0.000746601
SLC27A5,0.424678706,-0.035023372,0.640274627,0.001108826,0.472766214,-0.00564642,0.852035332,0.002224726,0.804970586,-0.000616557
SOD1,0.030215906,0.098817295,0.029125087,0.005340624,0.005347195,0.022918848,0.864191199,0.002170569,0.806031736,-0.000682465
TFG,0.236676105,0.055407554,0.720964081,0.000918262,0.078849965,0.014528127,0.257864736,0.014917111,0.806804329,-0.000625317
APRT,0.108180989,0.097986093,0.713418241,0.001175475,0.034938301,0.023080591,0.248811331,0.016875045,0.806861908,-0.000768039
GGT5,0.301521752,-0.050922441,0.515745519,-0.001762726,0.362928382,-0.007934696,0.175577414,-0.01796374,0.807840992,0.000697201
PSMA6,0.509137045,-0.035948755,0.431321142,-0.002285675,0.988351688,-0.000142553,0.650280501,-0.006345856,0.808484645,-0.000955684
ANXA1,0.493098509,-0.02803891,0.646809979,0.001002432,0.993608423,5.88E-05,0.416082718,-0.009514593,0.809829132,-0.000566672
GDI1,0.931096373,0.007607671,0.539645063,0.003215084,0.951980461,0.001035989,0.964960436,0.001207133,0.812429795,-0.001268674
MYADM,0.378966739,-0.049137831,0.92826187,0.000275288,0.293320641,-0.010695739,0.724103623,-0.005631442,0.814012318,-0.000713814
CD9,0.613365123,-0.023638645,0.685146016,-0.001017792,0.827574801,-0.001800198,0.918191259,-0.00131603,0.817733468,-0.000687637
RAP1A,0.475726658,0.037266275,0.619068307,0.001432098,0.51345575,0.00605545,0.195035104,0.020219673,0.819609422,0.000646464
DLAT,0.508413392,-0.031578742,0.382809197,-0.002289148,0.901720702,-0.001031361,0.6550773,-0.00573118,0.821374278,0.000692841
PDIA4,0.545691257,0.024734054,0.726897294,-0.000764557,0.575438189,0.004110397,0.321159174,0.011610919,0.822141594,-0.000529632
IGHV3.21,0.113262408,-0.088610125,0.091697321,-0.005252374,0.098284411,-0.016323091,0.087348132,-0.031886613,0.823073773,-0.00084464
UQCRC2,0.711295927,0.01535574,0.769553177,0.000646283,0.440707508,0.005714324,0.835024745,-0.002496949,0.826130472,-0.000517734
BPIFB1,0.863139608,-0.007232979,0.392733069,-0.001911025,0.502469576,0.005039002,0.080203582,0.021295904,0.827021944,0.000540539
PGM2,0.122648395,0.105787533,0.94964461,-0.000233396,0.029653491,0.02770771,0.873853476,0.003280602,0.834573994,0.000711422
DDAH1,0.324778675,-0.045776042,0.08576498,-0.00432933,0.778589416,0.002396746,0.223423819,-0.014844221,0.835861284,-0.000507609
OGN,0.752406841,-0.014346856,0.137939067,-0.003553248,0.55904644,-0.004901292,0.533440704,-0.007895019,0.83868593,0.00055438
EBP,0.486066071,0.114350826,0.298091513,0.007334163,0.273969056,-0.034929876,0.80850054,0.025158888,0.839932946,0.001603734
CAV1,0.96280901,-0.002034423,0.706548125,-0.000883161,0.621276878,0.003840737,0.181260399,-0.018420774,0.842052988,0.000528122
PSMA3,0.622853742,0.022001951,0.161588668,0.003366023,0.99734516,2.72E-05,0.514808988,-0.008237709,0.842627752,-0.000519627
COL12A1,0.514786433,-0.043110078,0.876062574,-0.000581438,0.45718702,-0.008146699,0.265164287,-0.020144151,0.843127705,0.000703832
